QUEST_20150317_000001	Pilih user untuk memodifikasi quest.
QUEST_20150414_001862	Tolong.. Rasanya aku seperti orang yang sekarat..
QUEST_20150414_001863	Terima kasih karena telah menyelamatkan kami. {nl}Rasanya tadi aku hampir mati. 
QUEST_20150414_001864	Tiba-tiba aku merasa kepanasan.. Setelah itu aku tidak ingat apa-apa lagi. {nl}Evoniphon? Aku tidak pernah mendengar hal itu. 
QUEST_20150414_001865	Perutku rasanya seperti terbakar..
QUEST_20150414_001866	Pergilah. {nl}Manusia tidak boleh masuk ke tempat ini.
QUEST_20150414_001867	Kami tidak ada maksud untuk melindungimu. Kembalilah. 
QUEST_20150414_001868	Anak buah dari Nuaelle semua menghilang. {nl}Pergi dan temui Aladona. Dia akan membawamu ke Nuaelle territory. 
QUEST_20150414_001869	Selain masalah kontaminasi, masalah terbesar kami adalah Nuaelle. {nl}Sekarang kami bisa fokus menangani masalah kontaminasi. {nl}Pergilah ke prison district 3. Goddess menunggu bantuanmu. 
QUEST_20150414_001870	Bersiap untuk membuat markas baru. 
QUEST_20150414_001871	Tempat dimana Demon dan Manusia bertemu, ini adalah rumahku. 
QUEST_20150414_001872	Patahkan Sayap Goddess dan hancurkan semua barrier. 
QUEST_20150414_001873	Kita perluas daerah pasukan mulai dari sini. 
QUEST_20150414_001874	Ini akan menjadi daerah kita. 
QUEST_20150414_001875	Temui aku jika ada yang ingin kamu tanyakan. 
QUEST_20150414_001876	Diantara mereka, Paladin Master adalah pahlawan yang menyelamatkan banyak nyawa di capital. {nl}Sekarang dia pergi ke Srautas Gorge untuk bertarung melawan kejahatan..
QUEST_20150414_001877	Aku sangat benci Fiona. Menjadi Hunter Master seperti itu. {nl}Tapi aku tidak keberatan jika harus bekerja sama melawan Evoniphon. 
QUEST_20150414_001878	Cured Farmer
QUEST_20150414_001879	Kamu menyelamatkan nyawaku. Aku belum begitu sehat.. Tapi terima kasih banyak!
QUEST_20150414_001880	Jika anggur itu tetap seperti ini, Aku akan pergi meninggalkan Sharon Farm. {nl}Aku sudah tidak tahan lagi seperti ini.
QUEST_20150414_001881	Aku kira poison itu akan membakar seluruh tubuhku. {nl}Terima kasih banyak telah menyelamatkanku. 
QUEST_20150414_001882	Warehouse Keeper Rita
QUEST_20150414_001883	Halo Kawan!{nl}Ada yang bisa aku bantu? 
QUEST_20150414_001884	Jangan percayai siapapun. Goddess, atau dirimu sendiri. 
QUEST_20150414_001885	Hauberk, Goddess tidak punya niat untuk bertarung denganmu. {nl}Hentikanlah permusuhanmu.
QUEST_20150414_001886	Kalian persiapkan Evening Star Key. {nl}Cepatlah, waktunya tidak banyak. Aku akan mengirim Savior secepatnya. 
QUEST_20150414_001887	Jiwa ini milikku, hanya untukku!
QUEST_20150414_001888	Aku telah mengumpulkan jiwaku terima kasih untukmu. {nl}Tapi ini.. Bukankah ini rantai yang menyobek jiwaku. {nl}
QUEST_20150414_001889	Benar. Sekarang aku mengerti..{nl}Rencananya adalah memblokir kontaminasi itu dengan kekuatan dari jiwaku? 
QUEST_20150414_001890	Berikan aku kekuatan itu. {nl}Itu adalah kekuatan yang harus di jaga oleh Goddess. 
QUEST_20150414_001891	Receptionish Brandon
QUEST_20150428_001892	Informasi yang seharusnya diberikan padamu belum dikumpulkan.
QUEST_20150428_001893	Lebih baik jika kita menggunakan cable car daripada harus berhadapan dengan monster-monster itu.
QUEST_20150428_001894	Kamu bisa pindah ke seberang sana dengan cable car.
QUEST_20150428_001895	Berhati-hatilah! Ini pasti ulah Antares.{nl}Itu akan meledak jika kamu mendekatinya.{nl}Sebaiknya kamu pancing satu per satu dan menghabisinya.
QUEST_20150428_001896	Aku akan menstabilkan Jewel of prominence, tolong lindungi aku agar prosesnya tidak terganggu.
QUEST_20150428_001897	Oke.. Karena kamu telah berusaha keras untuk jewel ini, kita lihat apakah aku mampu menyelesaikan jewel ini.{nl}Aku sangat menyukainya, tapi aku tidak tahu bagaimana perasaanmu akan hal itu, huhuhu..
QUEST_20150428_001898	Surat yang terobek-robek
QUEST_20150428_001899	Torn Letter
QUEST_20150428_001900	Catatan Terakhir
QUEST_20150428_001901	Diary yang terabaikan
QUEST_20150428_001902	Goddess meninggalkan banyak hal untuk sang first Paladin.{nl}Ancaman dari demon Queen, Gesti dan tugas untuk melindungi.{nl}Dan diantara itu semua, dia juga diberitahu bahwa savior akan datang.{nl}
QUEST_20150428_001903	Royal tomb yang diberitahukan dalam wahyu itu berada sangat jauh dari sini.{nl}Aku akan membukakan portal untukmu.
QUEST_20150428_001904	Kamu bisa merasakan semua yang disekitar mulai menghilang.
QUEST_20150428_001905	Hal-hal yang tidak terlihat sekarang bisa terlihat. 
QUEST_20150428_001906	Tidak ada respon untuk saat ini.
QUEST_20150428_001907	Altar sudah aktif.
QUEST_20150428_001908	Cahaya sudah menyala pada candlestick.
QUEST_20150428_001909	Memerlukan sesuatu untuk menyalakannya...
QUEST_20150428_001910	Sepertinya itu bereaksi kepada sesuatu yang bercahaya.
QUEST_20150428_001911	Sepertinya ada sesuatu yang kurang untuk mengaktifkan altar.
QUEST_20150428_001912	Kekuatan yang besar diarasakan dari altar...
QUEST_20150428_001913	Memeriksa objek area
QUEST_20150428_001914	Tidak terjadi apa-apa...
QUEST_20150428_001915	Star Lamp
QUEST_20150428_001916	Aku merasa terhisap oleh cahaya tersebut...
QUEST_20150428_001917	Aku menyembunyikan beberapa di rerumputan agar dapat memakannya nanti.  {nl}Tolong bawa benda itu kepadaku. 
QUEST_20150428_001918	Suami dari pengungsi
QUEST_20150428_001919	Istri dari pengungsi
QUEST_20150428_001920	Beruntung sekali.{nl}Sebaiknya kita kembali ke village?
QUEST_20150428_001921	Will
QUEST_20150428_001922	Kamu pelit sekali. Kalau begitu aku juga akan pelit.
QUEST_20150428_001923	Blackened Clue
QUEST_20150428_001924	Tempat ini gila. {nl}Satu-satunya cara untuk menghapus kutukan Tree Root Crystal adalah membakar tempat ini. {nl}Itu harus dibakar. 
QUEST_20150428_001925	Ketamakan dari baron yang mengirim orang-orang itu kesini. {nl}Tentu saja mereka tidak ada yang berhasil kembali. 
QUEST_20150428_001926	Aku tidak bisa memaafkan monster yang merenggut hidup keluargaku. {nl}Meskipun tubuhku sudah terkubur di tanah, jiwaku akan tetap membara dengan amarah.{nl}Ahah, Goddess. Hanya cairan dari monster dingin yang dapat menurunkan amarahku.
QUEST_20150428_001927	Surat yang Usang
QUEST_20150428_001928	Ajaran Maven's menjadi kacau karena kutukan.{nl}Naktis yang penuh dosa. Semoga kamu juga terkena kutukan itu!!
QUEST_20150428_001929	Savior.{nl}Aku akan menunjukkan keinginanku yang tersisa kepadamu.
QUEST_20150428_001930	Diary of Arune
QUEST_20150428_001931	Keadaan telah berubah. {nl}Para Demon membutuhkan energi vital untuk Austras Koks.{nl} 
QUEST_20150428_001932	They will destroy and ravage more lives and absorbe them into Austras Koks.{nl}We should never forgive them.{nl}They should be returned to Austras Koks.
QUEST_20150428_001933	Diary of Sigita
QUEST_20150428_001934	Tubuh para demon telah tumbang di Wet land of Demons' Prison.{nl}Mereka melawan kita dan ingin mengambil sesuatu.{nl}
QUEST_20150428_001935	Energi kegelapan yang mereka sebarkan akan hilang tanpa divine power.
QUEST_20150428_001936	Surat perintah dari Ausrine
QUEST_20150428_001937	Tempat terisolasi antara dua dunia.{nl}Kami akan mengunci dunia yang melawan kami dan mengurung mereka.
QUEST_20150428_001938	Diary of Unknown Adventurer
QUEST_20150428_001939	Rumah dari keluarga yang terkutuk oleh balas dendam dan pembantaian kami telusuri.{nl}Saat kami masuk ke dalam, semak belukar melilit dan menjerat kaki kami.{nl}
QUEST_20150428_001940	Kami melepaskan seal saat kami mengalahkan monster.{nl}Harta karun dari Legwyn Family tersembunyi di salah satu bagian dari rumah ini..{nl}Kami akan menemukannya. 
QUEST_20150428_001941	Balasan dari Beikeol
QUEST_20150428_001942	Aku telah menerima suratmu.{nl}Beruntung sekali jika anggota Legwyn family mempercayaimu.{nl}
QUEST_20150428_001943	Aku telah mengganti nama pada sertifikat ini kepadamu jadi tolong kembalikan dokumen yang lainnya.{nl}Aku akan menjamin semua termasuk sertifikat tanahnya.
QUEST_20150428_001944	Aku akan membayar uang muka seperti yang pernah kita lakukan sebelumnya. {nl}Kamu akan bertanggung jawab atas semuanya dan juga anak perempuan Legwyn yang akan pergi ke pulau lain untuk belajar.
QUEST_20150428_001945	Catatan Pembelian
QUEST_20150428_001946	Seperti yang kamu minta, Aku mengirimkanmu roots of aconites yang kita panen musim ini.{nl}Sakit perut, mual, dan lainnya bisa hilang dengan ini.
QUEST_20150428_001947	Satu hal lagi. Jangan makan itu dalam dosis yang banyak. Nanti kamu bisa mati.{nl}Dosisnya kira-kira sebesar kuku jari dan kamu bisa mengkonsumsinya dengan melelehkannya bersama liquor.
QUEST_20150428_001948	Epitaph of The Guard
QUEST_20150428_001949	Di saat angin berhembus, dan daun berguguran.{nl}Aku terjatuh, lalu saat aku terjatuh.{nl}Saat aku menyanyikan lagu ini, malam pun datang dan matahari tenggelam.{nl}
QUEST_20150428_001950	Tertidur disini setelah melawan pasukan demon bersama dengan first Paladin.
QUEST_20150428_001951	Terlahir sebagai anak sang penjaga, menyelesaikan pembangunan Tenet Cathedral, dan tertidur disini.
QUEST_20150428_001952	Ibu, jangan bersedih.{nl}Sekarang aku telah bebas dari kutukan.
QUEST_20150428_001953	Akhirnya, kamu tertidur bagaikan tidur dirumah ibumu.{nl}Kamu tidak perlu khawatir lagi rasa sakit. {nl}Kamu tidak harus menunggu keselamatan dari Goddess .{nl}
QUEST_20150428_001954	Dengans sentuhan Goddess . Disamping ibunya. {nl}Tidur. Tertidur.{nl}Aku, yang tidak ada disisinya, semakin kurus dan lemah seperti pohon di musim dingin.
QUEST_20150428_001955	Anak dari sang penjaga beristirahat disini.
QUEST_20150428_001956	Gandum dari Zachariel King
QUEST_20150428_001957	King Zachariel berkata,{nl}orang menuliskan surat dan simbol ke dalam papan kayu tidak berdosa, tapi mereka kehilangan masa lalu karena kehendak raja.{nl}Aku melakukan itu sejak demon dan manusia yang jahat ingin mencuri artifak milikku.{nl}Namun bagaimanapun, Aku tidak ingin itu terjadi pada pendudukku.{nl}
QUEST_20150428_001958	(Buku ini telah termakan usia, sehingga tidak banyak yang bisa dibaca di dalamnya.)
QUEST_20150428_001959	Menteri berkata,{nl}Kita sudah mendengarkan perkataan Lord{nl}Kita tidak tahu mengapa, tapi alasan dari Lord membuat royal tomb ini bukan untuk menyombongkan diri, tapi untuk persiapan ramalan saat kekacauan melanda kerajaan dan mengubah takdir manusia. Jika kita tidak bisa melakukan tugas yang penting ini, lalu siapa yang bisa?
QUEST_20150428_001960	Tanda peringatan untuk untuk Pendatang tidak resmi
QUEST_20150428_001961	Demi menjaga rahasia suci dari King Zachariel, tidak ada yang boleh masuk ke tempat ini.{nl}
QUEST_20150428_001962	Jika seseorang tanpa ijin masuk ke sini, kamu akan merasakan akibatnya.
QUEST_20150428_001963	Perintah untuk keluar
QUEST_20150428_001964	Tempat ini akan segera ditutup.{nl}Aku meminta kepada seluruh pekerja dan orang-orang di dalam royal tomb untuk keluar dari sini.
QUEST_20150428_001965	Diary of Baron Soldier, Chagos 
QUEST_20150428_001966	Magician yang datang dari suatu tempat memberi tahu baron yang keras kepala itu bahwa benda itu terletak disini.{nl}
QUEST_20150428_001967	Satu-satunya cara menjadi muda seumur hidup.{nl}Aku tidak bisa menemukannya disini, tempat yang hanya berisi kematian.
QUEST_20150428_001968	Dokumen yang rusak
QUEST_20150428_001969	Demon lord, Helgasercle membelah spirit dari demon lord, Hauberk.{nl}Spirit yang digunakan itu menjadi sumber kekuatan barrier di sekitar Magicians' Tower dan tersebar ke seluruh penjuru kerajaan.{nl}
QUEST_20150428_001970	Untuk melepaskan barrier itu, banyak magicians yang datang, tetapi mereka tidak ada yang berhasil mengubah foundations stones yang ada di tower.
QUEST_20150428_001971	Kepada seluruh petualang di dunia. {nl}Magicians' Tower akan memberikan gold kepada siapapun yang berhasil membawa spirits of Hauberk.
QUEST_20150428_001972	Untuk Mengalahkan Demon.
QUEST_20150428_001973	Atas nama Vakarine aku memberi perintah.{nl}Setelah terjadinya divine day, mereka tidak dapat dimaafkan lagi.{nl}Dan mereka mencoba memperluas wilayah kekuasaan dengan menembus retakkan yang ada pada barrier.{nl}
QUEST_20150428_001974	Semua cupols disini mengalahkan demon lord, Boolut, Nuaele, dan Baltrus yang pertama.{nl}Saat kamu melakukan itu, kelompok demon yang kehilangan pemimpin akan terpecah dan lebih mudah dikalahkan.{nl} 
QUEST_20150428_001975	Cupols yang tidak bisa menyerang dapat fokus pada bagian barrier yang retak.{nl}Blokir para demon yang menuju kepada demon lord.
QUEST_20150428_001976	Bagaimana aku bisa bertahan hidup sekarang?{nl}Sebaiknya aku pindah ke Klaipeda.
QUEST_20150428_001977	Karena kamu telah memasukkannya ke inventory, kamu bisa membacanya.
QUEST_20150428_001978	Tetapi, kekuatan Mirtis sangat luar biasa sehingga Cunningham harus membuat keputusan yang sangat penting.
QUEST_20150428_001979	Aku mendengar kabar bahwa jumlah monster meningkat pada area yang dikuasai Baron, Arleruno.{nl}Monster itu telah banyak memakan korban jiwa, tolong kalahkan monster itu secepatnya.
QUEST_20150428_001980	Menurut informasi yang aku dapat dari wings of Baibora, banyak demon yang keluar dari area Demons' Prison.{nl}Untuk mencegah terjadinya kekacauan, tolong bantu kami dengan kekuatanmu.
QUEST_20150428_001981	Bantu para druids yang di kirim ke farm of Green Family.{nl}Mereka mencari orang yang dapat membantu scale purification dalam jumlah besar.
QUEST_20150428_001982	Daina bee farm dalam bahaya serangan monster yang memiliki kekuatan jahat.{nl}Mereka bahkan tidak bisa memanen madu karena itulah mereka butuh bantuan.
QUEST_20150511_001983	Daripada kamu berjalan melewati kumpulan monster, lebih baik kamu menggunakan cable car.
QUEST_20150511_001984	Seharusnya kamu jangan terlalu percaya perkataannya.{nl}Dia adalah pembual yang terkenal di desa kami.
QUEST_20150511_001985	Adanya mimpi tentang wahyu adalah pertanda yang baik untuk munculnya Goddess.
QUEST_20150511_001986	Strength adalah hal yang cukup penting untuk swordsman.{nl}Kamu juga bisa berlatih agar lebih gesit dan berstamina.{nl}Kamu harus memilih mau ke jalur apa.
QUEST_20150511_001987	Strength adalah hal penting untuk seorang archer.{nl}Tetapi, kamu juga harus tetap menjaga kelincahan.{nl}Pikirkan baik-baik tentang perkembangan kamu.{nl}
QUEST_20150511_001988	Intelligence sangat penting untuk Cleric yang hebat.{nl}Namun kamu juga membutuhkan mentalitas serta magic yang kuat.{nl}Kita lihat akan menjadi apa kamu di masa depan nanti.{nl}
QUEST_20150511_001989	Daripada membuat tembikar, membangun kembali Fedimian akan lebih berarti.{nl}Tetapi, orang akan mendapatkan kekuatan jika mereka punya pegangan.
QUEST_20150511_001990	Jika aku memiliki diary, Aku bisa melanjutkan petualanganku, tapi aku tidak terpilih..{nl}Jika aku adalah kamu..{nl}
QUEST_20150511_001991	Jika kamu bisa menggunakan udara yang kering dan suhu dingin, kamu bisa membuat suatu objek membeku bahkan di padang gurun.{nl}Namun, jika kamu tidak bisa menerima berkat dari Goddess , kamu tidak bisa menggunakan kekuatan itu.
QUEST_20150511_001992	Aku akan melaporkan tentang kerusakannya.{nl}Akan sangat sulit mengejar Sparnas, yang mana dia adalah monster burung yang besar. Meskipun badannya besar, ternyata dia lincah.{nl}Biasanya dia mengincar suplai, tapi aku tidak bisa menemukan petunjuk apapun pada supply jadi sepertinya ada seseorang dibalik semua ini.
QUEST_20150511_001993	Karung gandum ditemukan dalam sisa-sisa abu supply yang terbakar.{nl}Tapi gandum yang ada di dalamnya mengeluarkan bau, sehingga tidak bisa dimakan.{nl}Tolong periksa lagi petunjuk yang ada pada suplai.
QUEST_20150511_001994	Kalahkan monster yang ada disekitar.{nl}Energy jahat di Vine forest terus memunculkan monster baru.{nl}Tetapi, kamu harus mengalahkan monster biasa dahulu kemudia berhadapan dengan Ironbaum.{nl}Bahkan hal kecil bisa membuat suatu pekerjaan berantakan.{nl}Kamu juga dapat mengancam monster tersebut agar tidak berbuat semau mereka.
QUEST_20150511_001995	(Semuanya dituliskan dengan buruk sehingga mereka tidak dapat dibedakan dari huruf atau gambar.)
QUEST_20150511_001996	Tempat para pekerja yang berada di tomb of Zachariel telah ditutup.{nl}Itu terjadi bukan karena mereka tempat itu tidak berguna, tetapi memang karena semua menghilang tiba-tiba.{nl}Mungkin karena ukuran makam yang sangat besar dan strukturnya yang sangat kompleks menjadikan itu monumen terhebat peninggalan raja dalam sejarah.
QUEST_20150511_001997	Fasilitas milik para pekerja yang bekerja di Makam Zachariel tiba-tiba ditutup. {nl} Hal Ini tidak terlihat seperti mereka pergi karena menyelesaikan pekerjaan itu sia-sia, tetapi mereka hanya menghilang sekaligus. {nl} Mungkin hal itu berkaitan dengan ukuran makam besar yang tidak teratur dan komposisinya yang rumit {nl} bahkan setelah mempertimbangkan fakta bahwa itu adalah makam untuk mengenang raja terbesar dalam sejarah.
QUEST_20150511_001998	Pohon menjadi lebih besar seiring tahun demi tahun berlalu. {nl} Hanya ada Woodmen sini, tetapi ketika Kamu berpikir tentang pohon-pohon besar atau pohon-pohon yang berdiri di ibukota kota tua ... {nl} Kamu tidak bisa membantu tetapi berpikir tentang keberadaan pohon yang lebih besar. {nl} Setelah terjadi bencana, banyak tanaman berubah menjadi monster sehingga kita tidak pernah bisa mengesampingkan kemungkinan itu.
QUEST_20150511_001999	(Ada beberapa kata-kata yang dapat dibaca tertulis di sini.) {Nl} Euro tidak bisa menahan napas lagi, sehingga ia akhirnya menghirup spora dan meninggal. {nl} Mushworts berburu orang dengan metode paling kejam yang pernah saya lihat. {nl} Mereka berjalan-jalan tempat kami berkumpul dan melepaskan keluar jamur yang menyemburkan spora.
QUEST_20150511_002000	Kita tidak pernah tau kapan mereka akan menyebarkan spora. Jika kita menghentikan mereka, seluruh camp bisa termusnahkan. {nl}Aku tidak memiliki cara untuk dapat tetap aman dari Spora. Aku tidak dapat berhenti terbatuk…
QUEST_20150511_002001	Training officer telah menyelesaikan latihan di camp dalam hutan dengan jembatan yang menurut perintah akan digunakan untuk mencegah bencana. Dengan ini aku berikan certificate. 
QUEST_20150511_002002	Royal tomb of Zachariel adalah tempat yang terlarang.{nl}Jika ada suatu benda yang tidak boleh diketahui dunia ini, kita dapat menyembunyikannya sehingga tidak ada yang tahu, tapi kita mencoba membuat sebuah makam yang besar untuk melindunginya.{nl}Apakah ini karena raja yang sombong atau mungkin ada maksud lain.
