ITEM_20150317_000001	없음_helmet
ITEM_20150317_001882	보급용 워프 주문서
ITEM_20150317_001883	LV1 경험치 카드
ITEM_20150317_001884	경험치를 +30 상승시켜 줍니다. 일정 확률로 50%의 경험치를 추가 획득할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001885	LV2 경험치 카드
ITEM_20150317_001886	경험치를 +120 상승시켜 줍니다. 일정 확률로 50%의 경험치를 추가 획득할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001887	LV3 경험치 카드
ITEM_20150317_001888	경험치를 +500 상승시켜 줍니다. 일정 확률로 50%의 경험치를 추가 획득할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001889	LV4 경험치 카드
ITEM_20150317_001890	경험치를 +2000 상승시켜 줍니다. 일정 확률로 50%의 경험치를 추가 획득할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001891	LV5 경험치 카드
ITEM_20150317_001892	경험치를 +6000 상승시켜 줍니다. 일정 확률로 50%의 경험치를 추가 획득할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001893	LV6 경험치 카드
ITEM_20150317_001894	경험치를 +12000 상승시켜 줍니다. 일정 확률로 50%의 경험치를 추가 획득할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001895	LV7 경험치 카드
ITEM_20150317_001896	경험치를 +24000 상승시켜 줍니다. 일정 확률로 50%의 경험치를 추가 획득할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001897	HP 증가 포션
ITEM_20150317_001898	HP를 영구적으로 +30 상승시켜 줍니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001899	SP 증가 포션
ITEM_20150317_001900	SP를 영구적으로 +20 상승시켜 줍니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001901	스태미나 증가 포션
ITEM_20150317_001902	스태미나를 영구적으로 +5 상승시켜 줍니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001903	무게 증가 포션
ITEM_20150317_001904	휴대 가능무게를 영구적으로 +100 상승시켜 줍니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001905	보급용 작은 HP포션
ITEM_20150317_001906	보급용 HP포션
ITEM_20150317_001907	보급용 큰 HP포션
ITEM_20150317_001908	보급용 작은 SP포션
ITEM_20150317_001909	보급용 SP포션
ITEM_20150317_001910	보급용 큰 SP포션
ITEM_20150317_001911	보급용 스태미나 알약
ITEM_20150317_001912	보급용 STA 물약(중)
ITEM_20150317_001913	보급용 STA 물약(대)
ITEM_20150317_001914	보급용 작은 회복포션
ITEM_20150317_001915	보급용 회복포션
ITEM_20150317_001916	보급용 큰 회복포션
ITEM_20150317_001917	보급용 이동속도 증가 포션
ITEM_20150317_001918	힘 스탯 증가 포션
ITEM_20150317_001919	힘 스탯을 영구적으로 +1 상승시켜 줍니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001920	민첩 스탯 증가 포션
ITEM_20150317_001921	민첩 스탯을 영구적으로 +1 상승시켜 줍니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001922	체력 스탯 증가 포션
ITEM_20150317_001923	체력 스탯을 영구적으로 +1 상승시켜 줍니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001924	지능 스탯 증가 포션
ITEM_20150317_001925	지능 스탯을 영구적으로 +1 상승시켜 줍니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001926	정신 스탯 증가 포션
ITEM_20150317_001927	정신 스탯을 영구적으로 +1 상승시켜 줍니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001928	스탯 증가 포션
ITEM_20150317_001929	스탯 포인트를 +1 획득합니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001930	휴대 가능무게를 영구적으로 +50 상승시켜 줍니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001931	쿨타임 포션(CBT테스트용)
ITEM_20150317_001932	모든 스킬의 재사용 대기시간을 10분 동안 1/2로 감소시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 10분.
ITEM_20150317_001933	스탯 초기화 주문서(CBT테스트용)
ITEM_20150317_001934	캐릭터에 적용된 스테이터스를 초기화 합니다.(CBT 테스터 전용)
ITEM_20150317_001935	LV8 경험치 카드
ITEM_20150317_001936	경험치를 +36000 상승시켜 줍니다. 일정 확률로 50%의 경험치를 추가 획득할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001937	LV9 경험치 카드
ITEM_20150317_001938	경험치를 +60000 상승시켜 줍니다. 일정 확률로 50%의 경험치를 추가 획득할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001939	공격 부스터 +3
ITEM_20150317_001940	무기에 +3 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20150317_001941	공격 부스터 +5
ITEM_20150317_001942	무기에 +5 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다
ITEM_20150317_001943	공격 부스터 +14
ITEM_20150317_001944	무기에 +14 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다
ITEM_20150317_001945	방어 부스터 +4
ITEM_20150317_001946	피해를 4 감소시켜 줍니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20150317_001947	방어 부스터 +8
ITEM_20150317_001948	피해를 8 감소시켜 줍니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20150317_001949	농축 HP포션
ITEM_20150317_001950	농축 SP포션
ITEM_20150317_001951	농축 스태미나 알약
ITEM_20150317_001952	쿨타임 포션
ITEM_20150317_001953	몬스터 표본 세트
ITEM_20150317_001954	우물 속에서 발견된 낡은 유품입니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.
ITEM_20150317_001955	광석 콜렉션
ITEM_20150317_001956	아이템을 수집할 수 있는 콜렉션입니다. 마법협회 NPC의 콜렉션창에서 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.
ITEM_20150317_001957	꽃 콜렉션
ITEM_20150317_001958	뼈 콜렉션
ITEM_20150317_001959	수정 콜렉션
ITEM_20150317_001960	왕릉 콜렉션
ITEM_20150317_001961	코카트리스 콜렉션
ITEM_20150317_001962	악마 콜렉션
ITEM_20150317_001963	테넷 성당 콜렉션
ITEM_20150317_001964	유령 콜렉션
ITEM_20150317_001965	LV1 카드 콜렉션
ITEM_20150317_001966	LV2 카드 콜렉션
ITEM_20150317_001967	LV3 카드 콜렉션
ITEM_20150317_001968	LV4 카드 콜렉션
ITEM_20150317_001969	연습용 모루
ITEM_20150317_001970	모루 위에 장비를 놓고 두드리면 성능이 향상됩니다. 도구상인에게 구입할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150317_001971	가이갈라스 카드
ITEM_20150317_001972	카드
ITEM_20150317_001973	강력한 몬스터의 힘이 담긴 카드입니다.
ITEM_20150317_001974	게이징 골렘 카드
ITEM_20150317_001975	고르곤 카드
ITEM_20150317_001976	골렘 카드
ITEM_20150317_001977	그라이넨더 카드
ITEM_20150317_001978	글래스몰 카드
ITEM_20150317_001979	긴클라스 카드
ITEM_20150317_001980	네더보바인 카드
ITEM_20150317_001981	네크로벤터 카드
ITEM_20150317_001982	데드본 카드
ITEM_20150317_001983	데블글로브 카드
ITEM_20150317_001984	덴옵틱 카드
ITEM_20150317_001985	라바인피드 카드
ITEM_20150317_001986	라자토드 카드
ITEM_20150317_001987	락토르투가 카드
ITEM_20150317_001988	렉시퍼 카드
ITEM_20150317_001989	리버피드 카드
ITEM_20150317_001990	리카우스 카드
ITEM_20150317_001991	마인로더 카드
ITEM_20150317_001992	말렛와이번 카드
ITEM_20150317_001993	매그버크 카드
ITEM_20150317_001994	멘티켄 카드
ITEM_20150317_001995	머미가스트 카드
ITEM_20150317_001996	머슈카리아 카드
ITEM_20150317_001997	머지 카드
ITEM_20150317_001998	모스템 카드
ITEM_20150317_001999	모아 카드
ITEM_20150317_002000	모야브루카 카드
ITEM_20150317_002001	몰디혼 카드
ITEM_20150317_002002	몰렉 카드
ITEM_20150317_002003	미노타우로스 카드
ITEM_20150317_002004	미르티스 카드
ITEM_20150317_002005	베브라스피온 카드
ITEM_20150317_002006	베아카라스 카드
ITEM_20150317_002007	벨로차드 카드
ITEM_20150317_002008	부베 투사 카드
ITEM_20150317_002009	붉은 부베 투사 카드
ITEM_20150317_002010	브람블 카드
ITEM_20150317_002011	비테레지나 카드
ITEM_20150317_002012	사이클롭스 카드
ITEM_20150317_002013	살티스터 카드
ITEM_20150317_002014	샐러맨더 카드
ITEM_20150317_002015	섀도게일러 카드
ITEM_20150317_002016	석화고래 카드
ITEM_20150317_002017	쉬나임 카드
ITEM_20150317_002018	스콜피오 카드
ITEM_20150317_002019	스펙터 군주 카드
ITEM_20150317_002020	쓰론위버 카드
ITEM_20150317_002021	아이언바움 카드
ITEM_20150317_002022	아콘 카드
ITEM_20150317_002023	어보미네이션 카드
ITEM_20150317_002024	언낙커 카드
ITEM_20150317_002025	에하트 카드
ITEM_20150317_002026	엘라가노스 카드
ITEM_20150317_002027	예쿱 카드
ITEM_20150317_002028	요나졸렘 카드
ITEM_20150317_002029	웨어울프 카드
ITEM_20150317_002030	유니콘 카드
ITEM_20150317_002031	일티스워트 카드
ITEM_20150317_002032	자이언트 레드 우드 카드
ITEM_20150317_002033	자이언트 우드 고블린 카드
ITEM_20150317_002034	채퍼리션 카드
ITEM_20150317_002035	체이퍼 카드
ITEM_20150317_002036	캐러페이스 카드
ITEM_20150317_002037	케파치프틴 카드
ITEM_20150317_002038	콜리멘시아 카드
ITEM_20150317_002039	클라이멘 카드
ITEM_20150317_002040	키르멜리치 카드
ITEM_20150317_002041	투투 카드
ITEM_20150317_002042	툼로드 카드
ITEM_20150317_002043	포아타 카드
ITEM_20150317_002044	세콰이아 카드
ITEM_20150317_002045	하르피아 카드
ITEM_20150317_002046	허니핀 카드
ITEM_20150317_002047	헬가세르클 카드
ITEM_20150317_002048	현혹의 스펙터 카드
ITEM_20150317_002049	히드라 카드
ITEM_20150317_002050	라자펄 카드
ITEM_20150317_002051	코럽티드 카드
ITEM_20150317_002052	레푸스 카드
ITEM_20150317_002053	스파르나스 카드
ITEM_20150317_002054	스파나스맨 카드
ITEM_20150317_002055	켈베로스 카드
ITEM_20150317_002056	카프리아 카드
ITEM_20150317_002057	네펜더스 카드
ITEM_20150317_002058	시모프 카드
ITEM_20150317_002059	회색 골렘 카드
ITEM_20150317_002060	나크티스 카드
ITEM_20150317_002061	링크롤러 카드
ITEM_20150317_002062	듀라한 카드
ITEM_20150317_002063	리테리스 카드
ITEM_20150317_002064	누아엘레 카드
ITEM_20150317_002065	네옵 카드
ITEM_20150317_002066	블룻 카드
ITEM_20150317_002067	글락쿠만 카드
ITEM_20150317_002068	테트라옥스 카드
ITEM_20150317_002069	바실리스크 카드
ITEM_20150317_002070	그렘린 카드
ITEM_20150317_002071	플록스케 카드
ITEM_20150317_002072	우드혼간 카드
ITEM_20150317_002073	벨뉴트 카드
ITEM_20150317_002074	벨피드 카드
ITEM_20150317_002075	파이로에고 카드
ITEM_20150317_002076	만다라 카드
ITEM_20150317_002077	리토렉스 카드
ITEM_20150317_002078	누오다이 카드
ITEM_20150317_002079	켄타우로스 카드
ITEM_20150317_002080	예티 카드
ITEM_20150317_002081	프로골라 카드
ITEM_20150317_002082	마리오네트 카드
ITEM_20150317_002083	캔서릴 카드
ITEM_20150317_002084	크래빌 카드
ITEM_20150317_002085	확성기
ITEM_20150317_002086	목소리를 크게 키워줍니다.{nl}[/y 채팅내용] 으로 모든 지역에 채팅 내용을 보여줄 수 있습니다.
ITEM_20150317_002087	부베 마석
ITEM_20150317_002088	몬스터에게서 얻는 퀘스트 아이템
ITEM_20150317_002089	수정에 오래 노출된 부베들에게서만 얻을 수 있는 어두운 마석
ITEM_20150317_002090	하나밍 꽃잎
ITEM_20150317_002091	소비 아이템 시 재료로 사용{nl}상점 거래 가능
ITEM_20150317_002092	달콤한 향이 나는 꽃잎입니다. 하나밍에게서 획득합니다.
ITEM_20150317_002093	LV2 보물상자 열쇠
ITEM_20150317_002094	열쇠
ITEM_20150317_002095	보물 상자 LV 2을 여는데 사용되는 열쇠
ITEM_20150317_002096	LV3 보물상자 열쇠
ITEM_20150317_002097	보물 상자 LV 3을 여는데 사용되는 열쇠
ITEM_20150317_002098	LV4 보물상자 열쇠
ITEM_20150317_002099	보물 상자 LV 4을 여는데 사용되는 열쇠
ITEM_20150317_002100	LV5 보물상자 열쇠
ITEM_20150317_002101	보물 상자 LV 5을 여는데 사용되는 열쇠
ITEM_20150317_002102	케파 줄기
ITEM_20150317_002103	몬스터에게서 얻는 아이템
ITEM_20150317_002104	긴 줄기입니다. 조금 매운 맛이 납니다. 케파에게서 획득합니다.
ITEM_20150317_002105	잎방개의 껍질
ITEM_20150317_002106	얇은 등껍질입니다. 희미한 무늬를 볼 수 있습니다. 잎방개에게서 획득합니다.
ITEM_20150317_002107	치넨시 잎
ITEM_20150317_002108	약한 쓴 맛이 나는 잎입니다. 뿌리쪽에 가까울수록 잎이 두꺼워집니다. 치넨시에게서 획득합니다.
ITEM_20150317_002109	인프로락터의 껍질
ITEM_20150317_002110	육각형 무늬가 나타나는 단단한 껍질입니다. 인프로락터에게서 획득합니다.
ITEM_20150317_002111	츄파카브라 이빨
ITEM_20150317_002112	작고 뾰족한 이빨입니다. 츄파카브라에게서 획득합니다.
ITEM_20150317_002113	위버 더듬이
ITEM_20150317_002114	뭉툭한 더듬이입니다. 표면에 털이 나있습니다. 위버에게서 획득합니다.
ITEM_20150317_002115	포쿠부 가죽
ITEM_20150317_002116	회색 가죽입니다. 포쿠부에게서 획득합니다.
ITEM_20150317_002117	유코푸스 잎
ITEM_20150317_002118	주름이 많고 잎이 넓은 것이 특징입니다. 유코푸스에게서 획득합니다.
ITEM_20150317_002119	붉은 케파의 결정
ITEM_20150317_002120	식물의 채내에서 수액이 굳으며 생성된 결정입니다. 붉은 케파에게서 획득합니다.
ITEM_20150317_002121	대형 몹의 잎
ITEM_20150317_002122	몬스터 재료. 아이템을 만드는데 사용됩니다.
ITEM_20150317_002123	부베족의 증표
ITEM_20150317_002124	부베들이 지니고 다니는 표식입니다. 매우 조악하게 만들어져있습니다. 부베족 몬스터에게서 획득합니다.
ITEM_20150317_002125	스톤오르카의 핵
ITEM_20150317_002126	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 스톤오르카에게서 획득합니다.
ITEM_20150317_002127	수정거미 더듬이
ITEM_20150317_002128	검고 가느다란 더듬이 입니다. 수정거미에게서 획득합니다.
ITEM_20150317_002129	예큐바이트 더듬이
ITEM_20150317_002130	얇고 뾰족한 더듬이입니다. 예큐바이트에게서 획득합니다.
ITEM_20150317_002131	판토족의 뿔
ITEM_20150317_002132	단단하여 여러가지 도구를 만드는데 이용됩니다. 판토족 몬스터에게서 획득합니다.
ITEM_20150317_002133	지그너츠 줄기
ITEM_20150317_002134	줄기를 가공하여 섬유를 만들기도 합니다. 식용으로는 적합하지 않습니다. 지그너츠에게서 획득합니다.
ITEM_20150317_002135	나비 날개
ITEM_20150317_002136	쉽게 바스러지기 때문에 주의를 요구합니다.
ITEM_20150317_002137	씨앗이 씨앗
ITEM_20150317_002138	피렌트 꽃
ITEM_20150317_002139	피렌트에서만 피어나는 붉은 꽃입니다. 매우 큰 꽃잎이 특징입니다. 피렌트에게서 획득합니다.
ITEM_20150317_002140	이노움의 핵
ITEM_20150317_002141	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 이노움에게서 획득합니다.
ITEM_20150317_002142	요노움의 핵
ITEM_20150317_002143	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 요노움에게서 획득합니다.
ITEM_20150317_002144	비올렛 잎
