QUEST_LV_0200_20150317_000001	필리파스 직속 부대원
QUEST_LV_0200_20150317_002743	비나스 양조장 근처에 곤란에 빠진 순례자가 있는 것 같습니다. 다가가 그의 사연을 들어 보세요.
QUEST_LV_0200_20150317_002744	순례자 그라치우스가 제단을 건드리자 무언가 잘못 되었는지 갑자기 몬스터들이 몰려 나오고 그라치우스는 쓰러져 버리고 말았습니다. 일단 몬스터들을 물리치세요.
QUEST_LV_0200_20150317_002745	순례자 그라치우스와 대화
QUEST_LV_0200_20150317_002746	일단 몬스터는 모두 물리쳤습니다. 그라치우스가 정신을 차린 것 같으니 그에게서 자초지종을 물어 보세요.
QUEST_LV_0200_20150317_002747	제단 근처에서 몰려 나온 몬스터 처치
QUEST_LV_0200_20150317_002748	{memo X}그라치우스와 대화
QUEST_LV_0200_20150317_002749	{memo X}그라치우스에게 말을 걸어 봅시다.
QUEST_LV_0200_20150317_002750	제단에 기도
QUEST_LV_0200_20150317_002751	{memo X}그라치우스는 의심스런 얼굴로 바로 앞 제단에 기도를 올려 보라고 했습니다. 일단 기도를 올려서 그라치우스의 의심을 풀고 사연을 들을 수 있도록 하세요.
QUEST_LV_0200_20150317_002752	제단에 기도를 올리고, 속박된 영혼들을 모두 풀어주었으니, 이제 다시 그라치우스와 대화 해 보세요.
QUEST_LV_0200_20150317_002753	{memo X}이제 그라치우스에게 다시 말을 걸어 봅시다.
QUEST_LV_0200_20150317_002754	시험하러 가기
QUEST_LV_0200_20150317_002755	{memo X}그라치우스가 주는 약이 효과가 있는지 시험해 보러 갑시다. 몬스터의 공격을 피해 조심히 시험해 보는 것이 관건일 듯 합니다.
QUEST_LV_0200_20150317_002756	{memo X}그라치우스에게 결과 알려주기
QUEST_LV_0200_20150317_002757	{memo X}결과는 실패 인 듯 합니다. 이 사실을 그라치우스에게 알려 주세요.
QUEST_LV_0200_20150317_002758	{memo X}시험용 시약은 별로 효과가 없었음을 이야기 했습니다. 그러면 이제는 어떻게 해야 하는지 다시 한 번 이야기 해 보세요.
QUEST_LV_0200_20150317_002759	순례자의 경전 구하기
QUEST_LV_0200_20150317_002760	{memo X}시약에 필요한 마지막 한 가지를 더 구해 옵시다. 그것은 루디주 숲길 위쪽의 제단에서 힌트를 구할 수 있겠네요.
QUEST_LV_0200_20150317_002761	{memo X}경전 건네 주기
QUEST_LV_0200_20150317_002762	머지에게 억압되어 있던 순례자가 사라지면서 건네 준 경전을 그라치우스에게 건네 줍시다.
QUEST_LV_0200_20150317_002763	{memo X}순례자 그라치우스로부터 이제 이 곳의 사연을 들을 수 있을 것 같습니다.
QUEST_LV_0200_20150317_002764	{memo X}몬스터로부터 영혼 풀어 주기
QUEST_LV_0200_20150317_002765	{memo X}분노한 영혼들은 제단 뿐 아니라 몬스터에도 속박되어 있다고 합니다. 그라치우스가 건네 준 빛의 염색약을 쓰면 영혼이 들어 있는 몬스터가 보인다고 하니, 그 몬스터를 잡아 영혼들을 풀어 주세요.
QUEST_LV_0200_20150317_002766	속박된 영혼들의 한이 되었던 몬스터들을 모두 잡았습니다. 이제 다시 그라치우스와 대화하세요.
QUEST_LV_0200_20150317_002767	영혼이 갇힌 몬스터 처치
QUEST_LV_0200_20150317_002768	{memo X}분노한 영혼들을 각 제단의 속박에서 풀어주기 위해서 그라치우스와 대화해 보세요.
QUEST_LV_0200_20150317_002769	{memo X}제단의 영혼들 풀어주기
QUEST_LV_0200_20150317_002770	{memo X}그라치우스의 말 대로 이 곳 흩어진 계단의 각 제단을 찾아, 배신당해 분노 할 수 밖에 없었던 불쌍한 영혼들을 달래어 주세요.
QUEST_LV_0200_20150317_002771	순례자 그라치우스와 만나기
QUEST_LV_0200_20150317_002772	{memo X}모든 속박된 영혼들을 달래 주는 데 성공했습니다. 이제 그라치우스에게 돌아가세요.
QUEST_LV_0200_20150317_002773	츠리즈 오름길로 가는 길의 제단
QUEST_LV_0200_20150317_002774	{memo X}츠리즈 오름길로 가는 길에 제단이 하나 있습니다. 흩어진 계단의 사연 있는 영혼들에 위한 기도를 올려 보세요.
QUEST_LV_0200_20150317_002775	{memo X}분노한 영혼들을 위한 꽃잎
QUEST_LV_0200_20150317_002776	배신당해 억울하게 죽임을 당하고 그 영혼들마저 제단에 속박되어 버린 불쌍한 이들을 위해 주변의 꽃을 모아 제단에 바치세요.
QUEST_LV_0200_20150317_002777	제단 치우기
QUEST_LV_0200_20150317_002778	제단의 영혼들을 달래 주었습니다. 이제 제단에 올렸던 꽃들을 치우세요.
QUEST_LV_0200_20150317_002779	제단의 영혼들
QUEST_LV_0200_20150317_002780	{memo X}츠리즈 오름길을 지나면 흩어진 계단의 영혼들과 관련이 있는 제단이 있습니다. 제단을 살펴 보세요.
QUEST_LV_0200_20150317_002781	제단의 영혼들 지키기
QUEST_LV_0200_20150317_002782	제단을 건드리자 갑자기 영혼들과 그 영혼들을 해치려는 몬스터들이 나타났습니다. 몬스터들이 영혼들을 해치기 전에 몬스터들을 모두 없애야 합니다.
QUEST_LV_0200_20150317_002783	속박되었던 영혼과 대화
QUEST_LV_0200_20150317_002784	분노에 휩싸여 있던 영혼들 주변에 나타났던 몬스터들을 모두 물리쳤습니다. 이제 그 영혼과 대화해 보세요.
QUEST_LV_0200_20150317_002785	순례자의 영혼이 불러 낸 몬스터 처치
QUEST_LV_0200_20150317_002786	브랑긴티 언덕의 제단
QUEST_LV_0200_20150317_002787	{memo X}흩어진 계단에는 많은 제단이 있습니다. 브랑긴티 언덕에 있는 제단에는 어떤 사연이 있을지 살펴 보세요.
QUEST_LV_0200_20150317_002788	순례자가 잃어버린 경전의 낱장 구해오기
QUEST_LV_0200_20150317_002789	{memo X}제단을 살펴 보았더니 경전의 낱장들이 떨어져 있었습니다. 나머지 낱장들을 주변 몬스터로부터 구해 오세요.
QUEST_LV_0200_20150317_002790	브랑긴티 언덕의 제단에 경전 낱장을 모아 올려 놓기
QUEST_LV_0200_20150317_002791	경전의 페이지를 다 모은 것 같습니다. 다시 제단으로 돌아가 표지와 함께 모아서 올려 놓아 보세요.
QUEST_LV_0200_20150317_002792	{memo X}주변의 몬스터로부터 %s구하기
QUEST_LV_0200_20150317_002793	{memo X}적갈나무 단층숲 길목의 제단
QUEST_LV_0200_20150317_002794	{memo X}적갈나무 단층숲으로 가는 길목의 제단에도 숨은 영혼들이 있을 법 합니다. 다가가 살펴 보세요.
QUEST_LV_0200_20150317_002795	{memo X}파이어 로드 처치
QUEST_LV_0200_20150317_002796	{memo X}이 제단에는 순례자들의 영혼이 속박되어 있는 것이 아니라 파이어로드가 숨어 있었습니다! 위험해 지기 전에 파이어 로드를 처치하세요!
QUEST_LV_0200_20150317_002797	{memo X}제단에 숨어 있던 파이어 로드 처치
QUEST_LV_0200_20150317_002798	루다주 숲길 위쪽의 제단
QUEST_LV_0200_20150317_002799	{memo X}흩어진 계단의 곳곳에는 용도를 알 수 없는 제단이 여러 개 있습니다. 루디주 숲길 위쪽의 제단은 반쯤 부서져서 더욱 그 용도를 알 수 없습니다. 다가가서 살펴 보세요.
QUEST_LV_0200_20150317_002800	제단을 살펴보려고 다가갔더니 갑자기 머지가 나타나 제단 주변에 나타난 영혼들을 파괴하기 시작했습니다! 머지를 처치 하세요!
QUEST_LV_0200_20150317_002801	{memo X}다시 제단을 살펴 보기
QUEST_LV_0200_20150317_002802	{memo X}다행히 머지를 처치 할 수 있었습니다. 머지가 나타나기 직전에 보였던 영혼은 무엇이었을까요. 다시 한 번 제단을 살펴 봅시다.
QUEST_LV_0200_20150317_002803	제단에서 나타난 머지 처치
QUEST_LV_0200_20150317_002804	제단 식히기
QUEST_LV_0200_20150317_002805	오쉬마스 가도의 제단은 어쩐 일인지 계속 붉은 빛을 뿜어 내고 있습니다. 다가가서 살펴 보세요.
QUEST_LV_0200_20150317_002806	몬스터의 차가운 체액 뿌리기
QUEST_LV_0200_20150317_002807	{memo X}오쉬마스 가도의 제단의 분노는 몬스터들로부터 드물게 구할 수 있는 차가운 체액으로 식힐 수 있다고 합니다. 흩어진 계단의 몬스터들을 처치하고 차가운 체액을 구해오세요.
QUEST_LV_0200_20150317_002808	몬스터의 체액 뿌리기
QUEST_LV_0200_20150317_002809	어렵게 구한 몬스터의 체액을 오쉬마스 제단에 뿌려서 분노를 식혀 주세요.
QUEST_LV_0200_20150317_002810	몬스터들로부터 %s 획득
QUEST_LV_0200_20150317_002811	{memo X}주변 몬스터들로부터 몬스터의 체액 획득
QUEST_LV_0200_20150317_002812	성소의 축복 받기
QUEST_LV_0200_20150317_002813	{memo X}옆의 알림판을 읽고, 적당한 방법으로 성소에서 축복을 받으세요.
QUEST_LV_0200_20150317_002814	성소에 헌금 하기
QUEST_LV_0200_20150317_002815	{memo X}이 성소에는 헌금을 해야 합니다. 사람마다 적당한 헌금의 양과 회수가 정해져 있다고 하니 신중하게 헌금 하세요.
QUEST_LV_0200_20150317_002816	성소에 적당한 양의 실버를 헌금하였습니다. 이제 성소로부터 축복을 받으세요.
QUEST_LV_0200_20150317_002817	{memo X}제물로 쓸 몬스터 유인
QUEST_LV_0200_20150317_002818	{memo X}성소에 제대로 경배 하려면, 알림판에 쓰여 있는 대로 제물을 바쳐야 합니다. 주변 몬스터들을 성소 주변으로 유인해 처치 하세요.
QUEST_LV_0200_20150317_002819	성소에 경배 하기
QUEST_LV_0200_20150317_002820	{memo X}제물을 충분히 바쳤으니, 경배를 하여 축복을 받으세요.
QUEST_LV_0200_20150317_002821	성소에 경배 드리기
QUEST_LV_0200_20150317_002822	{memo X}이제 제물로 쓰일 몬스터의 살코기를 다 모아서 경배를 드렸지만 오염된 성소였나 봅니다!
QUEST_LV_0200_20150317_002823	성소 주변의 몬스터 물리치기
QUEST_LV_0200_20150317_002824	{memo X}성소에 경배를 드리자, 성소 주변에서 몬스터들이 마구 몰려나왔습니다! 성소가 오염되어 고기냄새를 맡은 몬스터들이 나타난 것 같습니다. 일단 이들을 물리치고, 오염된 성소를 정화하기 위한 방법을 찾아 봅시다.
QUEST_LV_0200_20150317_002825	프리스트 마스터 찾아가기
QUEST_LV_0200_20150317_002826	{memo X}이 성소의 관리자인 프리스트 마스터는 오염된 성소를 정화하기 위한 방법을 알 것 같습니다. 먼 길이 되겠지만, 일단 나서 봅시다.
QUEST_LV_0200_20150317_002827	성소 주변에 몰려 든 몬스터 처치
QUEST_LV_0200_20150317_002828	{memo X}적갈나무 단층숲 파마이쉬 언덕의 오염된 성소는 프리스트 마스터의 관리 하에 있었습니다. 이 오염을 정화하기 위해 어떤 일을 해야 하는 지 프리스트 마스터와 대화해 봅시다.
QUEST_LV_0200_20150317_002829	{memo X}성수를 통한 정화
QUEST_LV_0200_20150317_002830	{memo X}프리스트 마스터는 자신이 직접 나서지 못하는 것을 한탄하며 자신이 만들어 둔 성수로 파마이쉬 언덕의 성소를 정화해 달라고 말했습니다. 적갈나무 단층숲으로 가서 오염된 성소를 정화 하세요.
QUEST_LV_0200_20150317_002831	진짜 여신상 찾기
QUEST_LV_0200_20150317_002832	{memo X}성자의 무덤 근처의 여신상이 있습니다. 적갈나무 단층숲의 여신 상 중 진짜는 어느 것일지 찾아 봅시다.
QUEST_LV_0200_20150317_002833	{memo X}가짜 여신상
QUEST_LV_0200_20150317_002834	{memo X}가짜 여신상이 몬스터로 변했습니다. 몬스터를 퇴치하세요.
QUEST_LV_0200_20150317_002835	가짜 여신상으로 변해있던 몬스터 처치
QUEST_LV_0200_20150317_002836	{memo X}마로네 숲길 아래쪽에는 여신상이 있습니다. 적갈나무 단층숲의 여신 상 중 진짜는 어느 것일지 찾아 봅시다.
QUEST_LV_0200_20150317_002837	{memo X}딥디르비 마스터와 대화
QUEST_LV_0200_20150317_002838	{memo X}이 여신상은 아무래도 고장이 난 것 같습니다. 여신상을 만든 사람인 딥디르비 마스터를 찾아가서 이 내용을 보고 해야 합니다.
QUEST_LV_0200_20150317_002839	{memo X}이 여신상은 아무래도 고장이 난 것 같습니다. 여신상을 만든 사람인 딥디르비 마스터, 즉 조각가 테슬라를 찾아가서 이 내용을 보고 해야 합니다.
QUEST_LV_0200_20150317_002840	{memo X}딥디르비 마스터, 즉 조각가 테슬라에게 여신상에 대한 설명을 하고, 수리하는 방법을 물어 보세요.
QUEST_LV_0200_20150317_002841	{memo X}여신상 수리 재료 구하기
QUEST_LV_0200_20150317_002842	{memo X}여신상을 수리하기 위해서는, 석고 조각을 뜯어간 몬스터로부터 석고 조각들을 회수하여 물로 잘 개어 발라줘야 한다고 합니다. 몬스터들로부터 석고 조각을 구한 뒤 주변의 갈대잎에 맺힌 이슬을 모아 여신상을 수리해 봅시다.
QUEST_LV_0200_20150317_002843	{memo X}여신상 수리 하기
QUEST_LV_0200_20150317_002844	{memo X}재료를 다 모았습니다. 딥디르비 마스터가 시켰던 대로 재료들을 여신상에 들고 가서 수리를 해 봅시다.
QUEST_LV_0200_20150317_002845	{memo X}주변 몬스터들로부터 %s 획득
QUEST_LV_0200_20150317_002846	{memo X}여신상 수리
QUEST_LV_0200_20150317_002847	{memo X}여신상을 성공적으로 수리 한 것일까요? 여신상을 살펴 봅시다.
QUEST_LV_0200_20150317_002848	{memo X}이 여신상은 가짜였습니다! 더구나 사라지면서 주변에 몬스터 소환진을 깔아 버렸습니다! 몬스터 소환진을 없애버리세요!
QUEST_LV_0200_20150317_002849	몰려 나온 몬스터 처치
QUEST_LV_0200_20150317_002850	{memo X}오염된 성소에서 몰려든 몬스터들을 처치해야 합니다!
QUEST_LV_0200_20150317_002851	클레릭 마스터 찾아 가기
QUEST_LV_0200_20150317_002852	{memo X}이 성소의 관리는 옆 알림판에 쓰인 대로 클레릭 마스터입니다. 이 오염을 풀려면 어떻게 해야 하는지, 찾아가서 물어 보세요
QUEST_LV_0200_20150317_002853	{memo X}클레릭 마스터에게 적갈나무 단층숲 성소에 대한 이야기를 나눠 보세요.
QUEST_LV_0200_20150317_002854	{memo X}성소의 휘장 찾기
QUEST_LV_0200_20150317_002855	{memo X}클레릭 마스터는 자신이 준 문장을 사용하면, 성소를 저주하고 있는 몬스터들이 나타날 것이라고 말해 주었습니다. 성소로 돌아가 주변에서 클레릭 마스터의 신앙의 표식을 사용해 보세요.
QUEST_LV_0200_20150317_002856	{memo X}성소 수리 하기
QUEST_LV_0200_20150317_002857	{memo X}클레릭 마스터가 말 한 대로 저주가 걸린 몬스터들을 다 죽인 것 같습니다. 성소로 돌아가 확인 해 봅시다.
QUEST_LV_0200_20150317_002858	{memo X}맑은 물 떠 오기
QUEST_LV_0200_20150317_002859	{memo X}성소에서 축복을 받으려면, 적갈나무 단층숲 개울의 징검다리에서 맑은 물을 떠와서 바쳐야 합니다.
QUEST_LV_0200_20150317_002860	{memo X}개울의 징검다리에서 구한 맑은 물을 가지고 성소로 가서 경배하세요.
QUEST_LV_0200_20150317_002861	{memo X}은둔자의 집 근처에 여신상이 있습니다. 적갈나무 단층숲의 여신 상 중 진짜는 어느 것일지 찾아 봅시다.
QUEST_LV_0200_20150317_002862	{memo X}축복 받는 법
QUEST_LV_0200_20150317_002863	{memo X}헌화 준비
QUEST_LV_0200_20150317_002864	{memo X}성소의 축복은 알림판에 쓰인 대로 꽃을 바쳐야 합니다. 주변에서 풀꽃을 꺾어 성소에 바치고 경배 하세요.
QUEST_LV_0200_20150317_002865	{memo X}꽃을 모두 준비했으니, 성소에 헌화하고 축복을 받으세요.
QUEST_LV_0200_20150317_002866	{memo X}파드너 마스터 찾아가기
QUEST_LV_0200_20150317_002867	{memo X}성소에 헌금을 해도 축복은 커녕 실버만 빼앗기면서 기절하곤 합니다. 이 성소도 오염된 것 같으니, 알림판에 쓰여 있는 성소 관리자인 파드너 마스터를 찾아 갑시다.
QUEST_LV_0200_20150317_002868	{memo X}성소 오염 정화하기
QUEST_LV_0200_20150317_002869	{memo X}파드너 마스터로부터 구입 해 온 정화부를 성소 앞에서 태우면 성소가 본래의 모습을 찾는다고 합니다. 정화부를 태우세요.
