QUEST_LV_0100_20150317_000001	경계병
QUEST_LV_0100_20150317_001681	당분간은 지그리 걱정은 하지 않아도 될 것 같습니다.{nl}지그리들이 당신을 떠올리면 자다가도 벌떡 일어나겠죠.{nl}
QUEST_LV_0100_20150317_001682	물품 개수도 전부 맞고 필요한 것도 충당해 놨습니다.{nl}덕분에 아슬아슬하게 시간에 맞출 수 있었죠.{nl}이제야 겨우 한숨 돌리겠네요.
QUEST_LV_0100_20150317_001683	다행히 깨진 건 없어 보이는군요.{nl}이 지그리놈들.. 남자가 한을 품으면 얼마나 무서운지 보여주고 싶군요.
QUEST_LV_0100_20150317_001684	예전에 부베들이 자기네들 기지에 힘들게 세워 놓은 깃발이 있어요.{nl}지금은 그 부베들을 밀어내고 지그리들이 자리를 잡았죠.{nl}뭐 그런 건 상관없어요. 중요한 것은..{nl}
QUEST_LV_0100_20150317_001685	방금 그놈들이 제가 힘들게 모은 물자들을 모조리 훔쳐갔다고요! 절대로 용서할 수 없어요!{nl}지들도 한 번 당해 봐야 정신을 차리죠. 깃발을 불태워 없애 버려 주십쇼!{nl}그동안 저는 음.. 물품을 빠르게 검수해 보겠습니다!
QUEST_LV_0100_20150317_001686	하하하! 이 망할 지그리놈들아!{nl}남자가 한을 품으면 이렇게 된단다!
QUEST_LV_0100_20150317_001687	어휴, 정신없어. {nl}해야 할 일이 산더미인데 몬스터가 요만큼도 줄질 않으니..{nl}그쵸? 일이야 저밖에 못 하는 거지만 몬스터는.. 좀 그렇죠?
QUEST_LV_0100_20150317_001688	예지의 부엉이 조각상
QUEST_LV_0100_20150317_001689	드디어 여기까지 오셨군요.
QUEST_LV_0100_20150317_001690	시험을 치르기 전에 근처의 몬스터를 처치할 필요가 있습니다.{nl}이대로 시험을 치를 수는 없습니다.
QUEST_LV_0100_20150317_001691	당신은 확실히 성장하고 있습니다.
QUEST_LV_0100_20150317_001692	확실히 당신은 제가 기다렸던 분이 맞습니다.
QUEST_LV_0100_20150317_001693	그럼 시험을 시작하겠습니다.{nl}당신은 시험관이 될 부엉이들을 깨워야 합니다.{nl}세 개의 조각상을 깨우고 세 가지 시험에 도전하십시오.
QUEST_LV_0100_20150317_001694	당신이라면 충분히 해내실 수 있습니다.
QUEST_LV_0100_20150317_001695	시험관 부엉이 조각상
QUEST_LV_0100_20150317_001696	저는 시험장소에서 기다리고 있겠습니다.{nl}나머지 시험관 부엉이들도 깨워주세요.
QUEST_LV_0100_20150317_001697	반갑습니다.{nl}저를 깨우셨다는 건.. {nl}시험에 도전하시는 것입니까?
QUEST_LV_0100_20150317_001698	시험장소에서 기다리겠습니다.{nl}무운을 빕니다..
QUEST_LV_0100_20150317_001699	제가 깨어났다는 건..{nl}시험을 치를 준비가 되셨다는 뜻이로군요?
QUEST_LV_0100_20150317_001700	예지를 따르는 분이시여, 그럼 시험을 시작하겠습니다.{nl}약속된 장소로 와주십시오..
QUEST_LV_0100_20150317_001701	당신은 첫 번째 시험을 통과하셨습니다.
QUEST_LV_0100_20150317_001702	두 번째 시험을 준비해주십시오.{nl}준비되면 제게 말을 걸어 주십시오.
QUEST_LV_0100_20150317_001703	당신은 두 번째 시험을 통과하셨습니다.
QUEST_LV_0100_20150317_001704	마지막 시험입니다.{nl}준비는 되셨습니까?
QUEST_LV_0100_20150317_001705	당신은 마지막 시험을 통과하셨습니다.{nl}축하합니다.{nl}앞으로 나아가 예지의 부엉이를 만나세요.
QUEST_LV_0100_20150317_001706	이제 가시 숲으로 나아가십시오.{nl}그곳에 당신을 기다리는 분이 계십니다.{nl}정해진 위치에서 조각상의 파편을 하나로 만드십시오.
QUEST_LV_0100_20150317_001707	이곳에서 배운 값진 경험을 절대 잊어버리지 마십시오.{nl}두려워하지 말고, 앞을 향해 가십시오.
QUEST_LV_0100_20150317_001708	시험을 치르기 위해 저를 깨우셨군요.
QUEST_LV_0100_20150317_001709	기다리고 있었단다. 내가 바로 자네를 도와줄 소드맨 마스터이지.{nl}자네는 혹시 특성 수련에 대해 알고 있는지 모르겠군.{nl}
QUEST_LV_0100_20150317_001710	특성은 스탯, 스킬에 추가적인 능력치를 부여할 수 있단다.{nl}특성은 각 직업 마스터에게 실버를 지불하면 배울 수 있지.
QUEST_LV_0100_20150317_001711	특성을 배우면 좀 더 쉽게 전투를 할 수 있을 거야.{nl}
QUEST_LV_0100_20150317_001712	잘 찾아왔어. 난 위저드 마스터라고 해.{nl}별건 아니고 특성 수련에 대해 알려 주려고.{nl}
QUEST_LV_0100_20150317_001713	특성은 스탯, 스킬에 추가적인 능력치를 부여해.{nl}특성은 각 직업 마스터에게 실버를 지불하면 배울 수 있지.
QUEST_LV_0100_20150317_001714	특성에 대해 이해됐어? 이제 좀 더 쉽게 적을 상대할 수 있을 거야.
QUEST_LV_0100_20150317_001715	어떤 선택을 하느냐에 따라, 강해지는 방법도 달라져.{nl}자신의 선택과 생각에 따라 달라지거든.
QUEST_LV_0100_20150317_001716	반갑다. 난 아처 마스터야.{nl}혹시 특성 수련에 대해 알고 있어?{nl}
QUEST_LV_0100_20150317_001717	특성은 스탯, 스킬에 추가적인 능력치를 부여해 줄 수 있어.{nl}특성은 각 직업 마스터에게 실버를 지불하면 배울 수 있지.
QUEST_LV_0100_20150317_001718	이 특성을 요긴하게 익힌다면 좀 더 능숙하게 전투를 할 수 있을 거야.
QUEST_LV_0100_20150317_001719	의지는 강한 마력을 낼 수 있는 원동력이지.{nl}마법사에게 그보다 강한 무기는 없다고 믿어.
QUEST_LV_0100_20150317_001720	아처는 화살이란 선물을 주지만, 적들은 그것을 죽음으로 받아들이지.
QUEST_LV_0100_20150317_001721	검에도 어울리는 이가 있고 어울리지 않는 이가 있단다.{nl}쉬이 목숨을 버리는 것보단 가치 있는 일을 찾으라는 뜻이지.
QUEST_LV_0100_20150317_001722	레인저의 화살은 한 명만 노리지 않아.{nl}
QUEST_LV_0100_20150317_001723	{memo X}활을 쏠 때는 적의 공격에 노출되기 쉽지.{nl}그러니 방패든 돌이든 도움되는 건 뭐든지 이용하자는게 내 지론이야.
QUEST_LV_0100_20150317_001724	한 가지 드릴 말씀이.. 당신의 공격은 뭔가 좀 부족한 것 같네요.{nl}하지만 스킬을 배운다면 필요할 때 더 강력한 공격을 할 수 있지요.
QUEST_LV_0100_20150317_001725	스킬은 직업마다 다르지만 일단 배우기만 한다면 좀 더 수월하게 싸울 수 있습니다.{nl}게다가 공격 말고도 여러 가지를 할 수도 있지요.
QUEST_LV_0100_20150317_001726	{memo X}어때요. 쓸 만한 스킬이 많지요?{nl}스킬은 효과적으로 사용하기만 한다면 전투에 큰 도움이 될 겁니다.{nl}
QUEST_LV_0100_20150317_001727	참, 집합 명령을 전하러 오셨다고 하셨죠?{nl}오른편에 계신 전투 조장님께도 전해 주십시오.
QUEST_LV_0100_20150317_001728	영혼을 인도하는 것은 우리의 중요한 일이지만 사실 그리 유쾌한 일은 아니에요.{nl}살아있는 것만큼 기쁜 일은 없잖아요?
QUEST_LV_0100_20150317_001729	그을린 나뭇가지는 이 근처의 몬스터를 처치하면 구할 수 있어.
QUEST_LV_0100_20150317_001730	다른 놈들도 험악하긴 마찬가지지만, 특히 플리보가 제일 심해요.{nl}말도 못하게 끈질기다고요.{nl}이놈들만 없어져도 허리 좀 펼 수 있을 텐데..
QUEST_LV_0100_20150317_001731	이 근처에 널린 것이 질경이니 금방 캐오실 수 있을 겁니다.{nl}저는 다른 업무부터 일단 처리해 놓고 있겠습니다.
QUEST_LV_0100_20150317_001732	아래쪽에 있는 길을 따라 언덕을 오르면 티니가 많습니다.{nl}큰 덩어리로 8덩이 정도면 될 겁니다.
QUEST_LV_0100_20150317_001733	포션병을 다시 모을 시간도 없고, 어쩔 수 없습니다. {nl}지그리들이 털어간 것을 다시 털어옵시다. 치사하지만 자기네들이 자초한 거죠 뭐.
QUEST_LV_0100_20150317_001734	영혼의 결정은 몬스터가 참 좋아해. 응. {nl}힘을 흡수하면 강해지니까.
QUEST_LV_0100_20150317_001735	만약 일이 잘못된다면.. 그땐 문지기 부엉이를 찾아가. {nl}우리 중에선 가장 현명하니까.{nl}너에게 여신의 축복이 깃들도록 빌게.
QUEST_LV_0100_20150317_001736	반갑습니다, 여신의 뜻을 따르는 이여.{nl}혹시 특성 수련에 대해 알고 계신지요.
QUEST_LV_0100_20150317_001737	{nl}특성은 스탯, 스킬에 추가적인 능력치를 부여합니다.{nl}특성은 각 직업 마스터에게 실버를 지불하면 배울 수 있고요.
QUEST_LV_0100_20150317_001738	특성에 대해서 이해하셨나요?{nl}특성을 배우면 쉽게 적을 상대할 수 있을 거예요.{nl}
QUEST_LV_0100_20150317_001739	치유의 은혜로 봉사하는 것은 클레릭의 사명과도 같답니다.{nl}여신의 이름으로 도움을 구하는 이들을 어찌 내칠 수가 있단 말입니까.
QUEST_LV_0100_20150317_001740	많은 분들이 신수의 날에 입은 몸과 마음의 상처로 고통스러워 하고 있습니다.{nl}우리의 힘이 필요할 때입니다.
QUEST_LV_0100_20150317_001741	초면에 죄송하지만, 제 동료인 바다트를 찾아주세요.{nl}조사하러 나간 지가 언젠데 아직도 소식이 없어요.
QUEST_LV_0100_20150317_001742	도대체 어디로 간 건지 모르겠어요.{nl}용병들의 호위를 받지 않으면 위험할 텐데.
QUEST_LV_0100_20150317_001743	고라쓰가 날 찾던가?{nl}이거 미안하군. 나머지 연구자료만 찾으면 되니까.
QUEST_LV_0100_20150317_001744	고맙군. 톤투스가 집어삼킨 게 아닐까 생각하고 있어.{nl}이것만 찾아주면 바로 조사단 캠프로 돌아가겠다고 약속하지.
QUEST_LV_0100_20150317_001745	{memo X}왠간한건 내 머릿속에 있다지만 정말 중요한 자료란 말야.{nl}왕릉에 들어 갈 수 있는 뭐 그런 내용들이라던가.
QUEST_LV_0100_20150317_001746	이게 다란 말인가. 참 난감하군.{nl}찾아준건 고맙게 생각하고 있어. 알아서 조사단 캠프로 돌아가지.
QUEST_LV_0100_20150317_001747	몬스터가 연구자료를 노려봤자 득 되는건 아무것도 없단 말야.{nl}그런데 연구자료를 잃어버렸다는 사람들이 많아. 이상하지?
QUEST_LV_0100_20150317_001748	제자로 들어가고 싶다고?{nl}우리가 누군 줄 알고?{nl}
QUEST_LV_0100_20150317_001749	요즘 같은 세상일수록 더 챙겨야지.{nl}다들 뭘 찾고 있는진 모르겠다만, 왕릉서 뭐가 나왔다고만 하면 거금을 주고 사버린다니까?{nl}{nl}
QUEST_LV_0100_20150317_001750	좋아, 좋아. 이 정도면 충분해.
QUEST_LV_0100_20150317_001751	이번엔 몬스터들이 먹어 치운 딱딱한 석회를 구해오는 거다.
QUEST_LV_0100_20150317_001752	이것만 만들면 이제 이 동네는 안녕이야.{nl}너무 오래 머물러 있었어.
QUEST_LV_0100_20150317_001753	좋아. 이걸 가지고 기둥의 뜰에 있는 내 파트너에게 가봐.{nl}빈센트라고, 꽤나 실력 있는 친구지.
QUEST_LV_0100_20150317_001754	아아. 잘 찾아왔군.{nl}우리만한 위조꾼은 어딜가도 없지.{nl}
QUEST_LV_0100_20150317_001755	마침 심부름꾼이 필요했으니 허드렛일부터 시켜보겠어.{nl}주변에 널려있는 장작을 가져와.
QUEST_LV_0100_20150317_001756	빈센트
QUEST_LV_0100_20150317_001757	아아, 신참이 자네군.{nl}내 뒤에 있는 거부집을 잘 보다가 안에 있는 것이 다 굳거든 꺼내 와.{nl}{nl}
QUEST_LV_0100_20150317_001758	이제 어디로 뜨지?{nl}왕릉보다 더 값어치 있는 곳이 있기는 할까?
QUEST_LV_0100_20150317_001759	처음이라더니 손끝이 아주 좋군.{nl}그런데.. 우리가 왜 오래 이 바닥에서 살아남을 수 있었는지 아나?
QUEST_LV_0100_20150317_001760	전 왕릉 공사에 쓰였던 기둥들을 찾고 있습니다.{nl}혹시 색다른 기둥들을 보신다면 제게 알려주세요.
QUEST_LV_0100_20150317_001761	정말 멋지지 않습니까?{nl}할 수만 있다면 평생을 여기서 기둥 연구나 하며 살고 싶군요.
QUEST_LV_0100_20150317_001762	굉장히 멋진 조각들이네요.{nl}즈루기 유적지로 가봐야겠어요.
QUEST_LV_0100_20150317_001763	한 번만 더 호위를 부탁드릴게요.{nl}몬스터에게 감상을 방해받고 싶지 않거든요.
QUEST_LV_0100_20150317_001764	덕분에 좋은 공부가 되었어요.{nl}그런데 누가 마법으로 훼손한 흔적이 있네요. 괘씸하죠?
QUEST_LV_0100_20150317_001765	호오. 역시 내 예상대로군.{nl}분명히 내가 찾는 것이 표시되어 있을 거야.
QUEST_LV_0100_20150317_001766	바로 눈치가 엄청나게 빠르기 때문이지, 이 앞잡이야!{nl}내가 너네들한테 속을 줄 알아?
QUEST_LV_0100_20150317_001767	연구단에 뽑힌건 정말 기쁜데 행여나 실수할까 걱정되요.
QUEST_LV_0100_20150317_001768	은발의 남자가 나에게 뭘 부탁한 것 같았는데, 그게 뭐였지?{nl}금발이었나?
QUEST_LV_0100_20150317_001769	예지의 부엉이
QUEST_LV_0100_20150317_001770	네크로벤터가 가시숲으로 가는 길을 막고 있습니다.{nl}가시숲으로 가기 위해서는 네크로벤터를 처치해야 합니다.
QUEST_LV_0100_20150317_001771	악에 물든 부엉이 조각상
QUEST_LV_0100_20150317_001772	네크로벤터께 저항하는 자는 모두 죽는다.
QUEST_LV_0100_20150317_001773	{memo X}자루머리 고개를 점령했던 네크로벤터가 사라졌습니다.{nl}자루머리 고개는 다시 평화로워지겠죠.
QUEST_LV_0100_20150317_001774	계시자님! 전부터 꼭 만나뵙고 싶었어요.{nl}피트와 전, 당신의 무용담을 듣고 군대에 자원입대했거든요.{nl}그런데 이렇게 보초나 서고 있으니 원.. 폼이 안 납니다.{nl}
QUEST_LV_0100_20150317_001775	혹시 괜찮으시다면 저희가 전선에 나갈 수 있도록 저희 지휘관님을 설득해 주실 수 있을까요?{nl}계시자님이라면 왠지 지휘관님도 허락해주실 것 같고..{nl}저희도 실력이 늘 것 같아요.
QUEST_LV_0100_20150317_001776	와, 제 우상이세요. 존경합니다!
QUEST_LV_0100_20150317_001777	소문으로만 듣던 분을 직접 뵈니 오늘 정말 좋은 일이 생기려나 봅니다.{nl}아무럼요.. 아주 좋은 일이 생길 겁니다요.
QUEST_LV_0100_20150317_001778	흠흠, 다름이 아니라.. {nl}전 이 숲의 골칫거리를 해결하기 위해 접근.. 아니, 군에 불려왔습니다요.{nl}
QUEST_LV_0100_20150317_001779	아까 오실 때 보셨을 겁니다. 가시덤불 말이죠. 아주 질긴 놈들이지만 해결 방법이 있습죠. {nl}그럼요. 전 이 근처에서 나고 자란 토박이인걸요. 아주 잘 알고 있습죠.{nl}
QUEST_LV_0100_20150317_001780	티니라는 몬스터에게서 고약한 분비액을 모아 주십쇼.{nl}몽글몽글한 꼬리 근처에 조그마한 멍울 같은 것이 분비액 주머니입니다. {nl}냄새가 고약하니 조심하시고요.{nl}
QUEST_LV_0100_20150317_001781	많으면 많을수록 빨리 만들어 낼 수 있습죠.{nl}그래요. 아주 빨리요..
QUEST_LV_0100_20150317_001782	오, 생각보다 엄청나게 많군요. {nl}조금만 기다려 주십쇼. 금방입니다..
QUEST_LV_0100_20150317_001783	자아.. 이 약을 아래쪽에 있는 가시덤불에 뿌리면 가시덤불은 금방 말라죽고 말 겁니다.{nl}그럼요. 제가 키운.. 아, 아니. 제가 만든 약인 걸요. 효과는 장담합죠.
QUEST_LV_0100_20150317_001784	저에겐 한없이 사랑스러운 가시덤.. {nl}아! 아닙니다. 제가 그만 실언을..
QUEST_LV_0100_20150317_001785	휘유, 방금 그건 뭐였죠? 가시덤불만 없애면 되는 거 아니었습니까?{nl}정말 엄청난 놈이었습니다!{nl}
QUEST_LV_0100_20150317_001786	약초꾼도 어디로 가고 없는데, 어쨌든 일은 끝냈으니 이제 훈련소로 가죠!{nl}빨리 라이몬다스님께 저희의 실력을 인정받고 싶다고요!
QUEST_LV_0100_20150317_001787	너희들이 전선에 나서고 싶다던 녀석들인가?{nl}형편없군. 기대할 가치도 없어.{nl}게다가 목숨이 왔다 갔다 하는 곳에 애완동물이라니 정신 나간 거 아닌가?{nl}
QUEST_LV_0100_20150317_001788	뭔가? 그 반항적인 눈빛은. {nl}자네들이 형편없다는 걸 인정하지 않겠다는 의사로 받아들이면 되겠나?{nl}
QUEST_LV_0100_20150317_001789	좋아. 그 제군들의 마음가짐, 마음에 든다.{nl}하지만 마음가짐만으로는 부족하지. {nl}훈련소에 있는 골렘을 처치해서 그 증표를 가져오면 인정해 주겠다.
QUEST_LV_0100_20150317_001790	골렘과 싸우는 게 전선에 나가 싸우는 것보단 더 쉬울 거야.
QUEST_LV_0100_20150317_001791	제군들. 돌아왔군. 증표를 내게 보이게. {nl}골렘은 확실히 처치한 건가? 아니면 치욕스럽게 등을 보이고 달아난 건가?
QUEST_LV_0100_20150317_001792	좋아! 훌륭하군. 자네들을 인정해 주지.{nl}언제나 잊지 말게. 전쟁은 살아남는 자가 승리한다는 것을. {nl}
QUEST_LV_0100_20150317_001793	이제 제군들은 라이몬다스님께 돌아가도록. {nl}가슴을 펴고 당당하게 걸어가게.
